City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,quibdo,5.6947,-76.6611,24.88,97,100,0.67,CO,1693633397
82,antigonish,45.6169,-61.9986,11.82,94,0,2.9,CA,1693633397
83,st. john's,47.5649,-52.7093,8.83,93,20,4.12,CA,1693633307
84,howrah,22.5892,88.3103,35.0,66,75,2.06,IN,1693633398
85,priargunsk,50.3691,119.1012,29.15,28,99,5.16,RU,1693633398
86,tarnogskiy gorodok,60.4997,43.5761,18.1,63,54,2.67,RU,1693633398
87,shimoda,34.6667,138.95,31.17,73,75,2.73,JP,1693633398
88,itaituba,-4.2761,-55.9836,25.11,60,42,0.6,BR,1693633399
89,belgrade,44.804,20.4651,19.07,90,0,0.51,RS,1693633225
90,palmer,42.1584,-72.3287,14.65,84,0,0.0,US,1693633399
91,prostejov,49.4719,17.1118,17.74,100,75,0.45,CZ,1693633399
92,kunming,25.0389,102.7183,18.96,68,75,4.0,CN,1693633389
93,alice springs,-23.7,133.8833,26.75,13,0,2.06,AU,1693633400
94,belmonte,-15.8631,-38.8828,23.15,86,95,4.36,BR,1693633400
95,baruun-urt,46.6806,113.2792,27.18,24,68,5.8,MN,1693633400
96,charters towers,-20.1,146.2667,28.75,24,34,7.48,AU,1693633400
97,udachny,66.4167,112.4,9.14,45,100,5.49,RU,1693633401
98,anton lizardo,19.05,-95.9833,26.79,86,89,1.2,MX,1693633401
99,puerto deseado,-47.7503,-65.8938,3.1,67,45,7.03,AR,1693633401
100,kaspiyskiy,45.3929,47.3707,25.55,42,39,1.08,RU,1693633401
101,iskateley,67.6803,53.1512,17.78,68,100,3.81,RU,1693633401
102,betio village,1.358,172.9211,30.02,73,66,2.97,KI,1693633402
103,west island,-12.1568,96.8225,26.99,78,75,10.29,CC,1693633402
104,trujillo,-8.116,-79.03,19.98,88,20,3.09,PE,1693633402
105,arkhangel'sk,64.5401,40.5433,20.18,75,14,2.74,RU,1693633402
106,puerto ayora,-0.7393,-90.3518,24.19,92,58,2.24,EC,1693633403
107,santo antonio do ica,-3.1022,-67.9397,24.58,82,39,1.79,BR,1693633403
108,hono,57.6897,11.6497,13.95,79,5,5.63,SE,1693633403
109,hilo,19.7297,-155.09,25.85,84,100,0.45,US,1693632901
110,yellowknife,62.456,-114.3525,14.12,95,99,2.24,CA,1693633403
111,hadibu,12.65,54.0333,27.4,78,38,7.13,YE,1693633404
112,tofol,5.3248,163.0078,28.65,75,95,6.45,FM,1693633404
113,montepuez,-13.1256,38.9997,24.08,55,29,2.32,MZ,1693633404
114,enewetak,11.3474,162.3373,28.88,77,72,5.77,MH,1693633404
115,turek,52.0155,18.5005,16.29,70,45,1.93,PL,1693633405
116,siroki brijeg,43.3833,17.5928,14.51,61,6,1.56,BA,1693633405
117,tura,25.5198,90.2201,31.22,65,30,1.88,IN,1693633405
118,black point,-34.6187,137.8972,17.82,59,50,3.41,AU,1693633405
119,papatowai,-46.5619,169.4708,9.01,89,87,1.79,NZ,1693633406
120,pemangkat,1.1667,108.9667,29.91,67,49,8.96,ID,1693633406
121,santa marta,11.2408,-74.199,31.05,69,25,7.15,CO,1693633406
122,yilan,24.757,121.753,33.9,63,93,2.45,TW,1693633406
123,ust-nera,64.5667,143.2,3.09,82,99,3.27,RU,1693633406
124,kavieng,-2.5744,150.7967,28.15,68,37,7.08,PG,1693633407
125,revda,56.801,59.9303,12.77,82,93,5.26,RU,1693633407
126,puerto santa,-8.9906,-78.6456,19.34,88,71,4.26,PE,1693633407
127,sao miguel do tapuio,-5.5036,-41.3233,22.73,49,5,3.7,BR,1693633407
128,misratah,32.3754,15.0925,26.55,75,0,3.22,LY,1693633408
129,axim,4.8699,-2.2405,23.86,93,93,3.78,GH,1693633408
130,al hasaheisa,14.7526,33.2984,29.68,56,95,6.24,SD,1693633408
131,howard springs,-12.497,131.047,32.15,35,93,0.99,AU,1693633409
132,akureyri,65.6835,-18.0878,15.96,63,75,8.75,IS,1693633409
133,choyr,46.3611,108.3611,25.9,28,96,6.43,MN,1693633409
134,uray,60.1247,64.7758,16.6,70,80,2.24,RU,1693633409
135,pimentel,-6.8367,-79.9342,21.16,88,0,6.17,PE,1693633409
136,mu'minobod,38.1085,70.0285,24.35,18,0,3.31,TJ,1693633410
137,klyuchi,52.2667,79.1667,23.53,33,97,4.31,RU,1693633410
138,kodiak,57.79,-152.4072,12.73,54,0,5.66,US,1693633118
139,kovdor,67.5662,30.4758,14.49,97,100,2.24,RU,1693633410
140,christchurch,-43.5333,172.6333,12.75,79,100,4.63,NZ,1693632695
141,quellon,-43.1167,-73.6167,4.14,93,75,1.54,CL,1693633411
142,kigorobya,1.6162,31.3089,22.3,74,85,0.9,UG,1693633411
143,port saint john's,-31.6229,29.5448,17.68,86,100,2.46,ZA,1693633411
144,hell-ville,-13.4,48.2667,25.93,74,20,0.0,MG,1693633412
145,floro,61.5996,5.0328,11.98,66,25,4.12,NO,1693633412
146,rizokarpaso,35.6,34.375,26.34,68,0,3.16,CY,1693633412
147,katsuura,35.1333,140.3,28.84,72,48,4.06,JP,1693633412
148,puerto aysen,-45.4,-72.7,2.52,99,93,1.89,CL,1693633412
149,formosa do rio preto,-11.0483,-45.1931,24.43,46,64,2.01,BR,1693633413
150,longyearbyen,78.2186,15.6401,4.91,75,75,3.6,SJ,1693633413
151,wuwei,37.9281,102.6414,31.69,11,0,4.75,CN,1693633413
152,punta arenas,-53.15,-70.9167,1.23,74,16,5.14,CL,1693633359
153,mili,6.0815,171.735,28.3,73,57,3.46,MH,1693633414
154,stanley,54.868,-1.6985,13.21,92,75,0.0,GB,1693633414
155,tazovsky,67.4667,78.7,10.1,49,98,2.21,RU,1693633414
156,port augusta,-32.5,137.7667,22.78,30,88,5.74,AU,1693633414
157,yuzhno-kurilsk,44.0306,145.8556,20.15,94,100,3.41,RU,1693633414
158,saint-leu,-21.15,55.2833,26.09,71,1,1.66,RE,1693633415
159,capao da canoa,-29.7456,-50.0097,16.91,90,100,3.78,BR,1693633202
160,ulsteinvik,62.3432,5.8487,13.2,85,13,0.89,NO,1693633415
161,tambov,52.7317,41.4339,21.36,42,51,3.32,RU,1693633415
162,saudarkrokur,65.7461,-19.6394,14.36,73,100,11.97,IS,1693633416
163,keflavik,64.0049,-22.5624,11.24,93,75,10.29,IS,1693633416
164,inda silase,14.1031,38.2829,18.77,75,90,1.77,ET,1693633416
165,el calafate,-50.3408,-72.2768,-1.82,72,9,1.79,AR,1693633416
166,zaozersk,69.4005,32.4476,15.86,87,75,3.56,RU,1693633417
167,mount isa,-20.7333,139.5,28.87,14,0,4.12,AU,1693633417
168,minas de marcona,-15.2119,-75.1103,12.07,90,48,4.76,PE,1693633417
169,cabo,-8.2833,-35.0333,24.96,94,10,2.45,BR,1693633418
170,bandon,51.7469,-8.7425,13.77,93,1,1.14,IE,1693633418
171,uturoa,-16.7333,-151.4333,23.97,73,96,6.52,PF,1693633418
172,tuy hoa,13.0833,109.3,33.99,52,94,3.88,VN,1693633418
173,lompoc,34.6391,-120.4579,20.99,85,0,3.58,US,1693633419
174,namibe,-15.1961,12.1522,16.67,91,55,1.46,AO,1693633419
175,college,64.8569,-147.8028,11.97,79,75,7.2,US,1693633419
176,nagqu,31.5,92.0,13.95,26,0,1.86,CN,1693633419
177,korla,41.7597,86.1469,33.23,15,5,0.59,CN,1693633420
178,edd,13.9297,41.6925,36.2,43,98,2.8,ER,1693633420
179,villa gesell,-37.2639,-56.973,12.25,91,100,1.56,AR,1693633420
180,shumerlya,55.5005,46.4129,18.63,57,86,2.14,RU,1693633420
181,broome,42.2506,-75.833,15.36,84,2,1.47,US,1693633421
182,los gatos,37.2266,-121.9747,18.64,77,100,4.12,US,1693633421
183,ketchikan,55.3422,-131.6461,16.26,63,40,4.12,US,1693633421
184,bengkulu,-3.8004,102.2655,27.92,67,18,5.89,ID,1693633421
185,ciudad lazaro cardenas,17.9583,-102.2,26.82,87,89,1.78,MX,1693633421
186,lidkoping,58.5052,13.1577,11.34,97,20,0.51,SE,1693633422
187,carutapera,-1.195,-46.02,25.33,78,0,3.82,BR,1693633422
188,cabedelo,-6.9811,-34.8339,23.37,87,16,4.3,BR,1693633422
189,mil'kovo,55.6078,37.7956,17.27,62,100,1.08,RU,1693633422
190,kismayo,-0.3582,42.5454,26.78,71,43,6.7,SO,1693633423
191,puebla de la calzada,38.8793,-6.627,18.97,77,75,4.63,ES,1693633423
192,mendoza,-32.8908,-68.8272,17.74,27,40,5.14,AR,1693633423
193,nova sintra,14.8667,-24.7167,24.4,81,99,3.6,CV,1693633424
194,tolanaro,-25.0319,46.9987,21.04,73,20,1.03,MG,1693633424
195,harper,4.375,-7.7169,24.66,88,95,4.29,LR,1693633424
196,dabuleni,43.8,24.0833,22.09,46,3,2.57,RO,1693633424
197,badger,64.8,-147.5333,11.93,77,100,7.2,US,1693633424
198,gamba,-2.65,10.0,22.11,89,89,1.23,GA,1693633425
199,acarau,-2.8856,-40.12,23.44,84,1,5.11,BR,1693633423
200,hechuan,29.9947,106.2572,32.27,49,3,1.93,CN,1693633425
201,rio san juan,19.6439,-70.0763,26.55,86,93,3.24,DO,1693633425
202,wladyslawowo,54.7909,18.4009,14.96,77,41,8.45,PL,1693633426
203,san pedro pochutla,15.7333,-96.4667,25.4,85,40,1.75,MX,1693633426
204,guerrero negro,27.9769,-114.0611,22.38,91,0,3.38,MX,1693633426
205,bovril,-31.3431,-59.4451,17.17,94,71,3.57,AR,1693633427
206,port elizabeth,-33.918,25.5701,13.16,62,75,3.09,ZA,1693633427
207,tobelo,1.7284,128.0095,28.28,71,71,2.16,ID,1693633427
208,saint-joseph,-21.3667,55.6167,25.82,55,0,1.78,RE,1693633427
209,south grafton,-29.7,152.95,23.04,46,10,4.64,AU,1693633428
210,greenville,35.6127,-77.3663,16.75,93,0,0.0,US,1693633413
211,nar'yan-mar,67.6713,53.087,16.86,74,100,3.96,RU,1693633428
212,milan,45.4643,9.1895,20.05,85,20,1.03,IT,1693633406
213,rockport,28.0206,-97.0544,29.45,79,0,5.14,US,1693633428
214,fort bragg,35.139,-79.006,18.78,87,0,1.54,US,1693633429
215,dunedin,-45.8742,170.5036,9.33,76,95,1.34,NZ,1693633429
216,turpan,42.9333,89.1667,37.58,17,1,2.0,CN,1693633429
217,port hedland,-20.3167,118.5667,33.03,18,5,5.66,AU,1693633429
218,ancud,-41.8697,-73.8203,5.19,77,43,0.87,CL,1693633429
219,fort mcmurray,56.7268,-111.381,17.73,63,0,4.12,CA,1693633430
220,mizdah,31.4451,12.9801,23.4,69,0,6.08,LY,1693633430
221,puerto baquerizo moreno,-0.9,-89.6,23.81,80,85,4.1,EC,1693633430
222,mazagao,-0.115,-51.2894,27.03,91,4,1.63,BR,1693633430
223,horta,38.5333,-28.6333,20.01,91,51,2.68,PT,1693633431
224,santa elena de uairen,4.6167,-61.1333,20.31,80,18,1.16,VE,1693633431
225,coquimbo,-29.9533,-71.3436,13.85,82,100,2.57,CL,1693633431
226,alofi,-19.0595,-169.9187,22.94,64,92,2.57,NU,1693633431
227,barra de santo antonio,-9.4047,-35.5072,21.6,90,40,0.6,BR,1693633431
228,meulaboh,4.1363,96.1285,29.27,62,99,2.22,ID,1693633432
229,port alfred,-33.5906,26.891,13.74,73,100,4.48,ZA,1693633432
230,talcahuano,-36.7167,-73.1167,9.82,93,100,2.06,CL,1693633432
231,kolonia town,6.964,158.206,28.06,94,100,3.09,FM,1693633432
232,labytnangi,66.6572,66.4183,16.4,50,97,2.16,RU,1693633432
233,north bend,43.4065,-124.2243,17.36,100,0,0.0,US,1693633433
234,grand rapids,42.9634,-85.6681,18.46,87,0,3.6,US,1693633372
235,antonio enes,-16.2325,39.9086,25.38,65,0,1.48,MZ,1693633433
236,bodaybo,57.8506,114.1933,14.03,34,0,3.33,RU,1693633433
237,nogliki,51.8333,143.1667,21.77,59,16,4.37,RU,1693633434
238,taman',45.2117,36.7161,24.66,66,3,5.89,RU,1693633434
239,weno,7.4515,151.8468,28.97,74,100,1.54,FM,1693633434
240,whangarei,-35.7317,174.3239,13.93,93,100,4.12,NZ,1693633434
241,kupang,-10.1667,123.5833,32.32,40,20,8.23,ID,1693633435
242,blenheim,-41.516,173.9528,8.62,88,29,1.66,NZ,1693633435
243,kone,-21.0595,164.8658,22.09,72,90,2.61,NC,1693633435
244,mount pearl,47.5166,-52.7813,8.37,93,20,4.12,CA,1693633435
245,nova vicosa,-17.8919,-39.3719,21.78,82,71,1.0,BR,1693633436
246,richards bay,-28.783,32.0377,19.6,73,27,2.03,ZA,1693633436
247,redencao,-4.2258,-38.7306,24.02,78,33,2.0,BR,1693633436
248,aitape,-3.1374,142.3475,28.67,75,84,4.81,PG,1693633436
249,geraldton,-28.7667,114.6,20.23,60,100,6.69,AU,1693633437
250,whitehorse,60.7161,-135.0538,14.43,44,75,4.12,CA,1693633301
251,sao joao da barra,-21.6403,-41.0511,21.09,83,63,3.98,BR,1693633437
252,hotan,37.0997,79.9269,32.83,12,7,4.34,CN,1693633437
253,mazamari,-11.3258,-74.5308,21.33,80,86,1.72,PE,1693633437
254,anadyr,64.75,177.4833,9.28,76,75,5.0,RU,1693633438
255,kamyshin,50.0983,45.416,22.96,34,81,3.13,RU,1693633438
256,copala,16.65,-98.9833,26.68,84,86,2.59,MX,1693633438
257,bocanda,7.0626,-4.4995,22.37,99,94,1.68,CI,1693633438
258,mahibadhoo,3.7833,72.9667,28.07,73,93,5.96,MV,1693633439
259,hanko,59.8333,22.95,15.47,83,33,11.62,FI,1693633439
260,kargasok,59.0556,80.8572,13.82,99,100,1.24,RU,1693633439
261,andradas,-22.0681,-46.5692,19.28,74,71,3.79,BR,1693633440
262,ballina,-28.8667,153.5667,20.43,57,8,4.67,AU,1693633326
263,kourou,5.1552,-52.6478,24.03,81,0,2.95,GF,1693633441
264,villamontes,-21.25,-63.5,23.87,61,47,1.65,BO,1693633442
265,priozersk,61.0393,30.1291,18.38,93,100,2.64,RU,1693633442
266,karratha,-20.7377,116.8463,30.01,27,51,6.24,AU,1693633442
267,al qusiyah,27.4402,30.8184,27.15,49,0,7.84,EG,1693633442
268,praia da vitoria,38.7333,-27.0667,21.53,94,0,3.01,PT,1693633099
269,poronaysk,49.2167,143.1167,24.11,58,35,4.03,RU,1693633443
270,hamilton,39.1834,-84.5333,21.54,86,0,0.0,US,1693632848
271,ust'-kulom,61.6864,53.6902,17.26,52,5,2.15,RU,1693633443
272,iyidere,41.0119,40.3619,27.98,80,90,4.53,TR,1693633443
273,kafue,-15.7691,28.1814,23.19,22,0,3.04,ZM,1693633444
274,san rafael del yuma,18.4299,-68.6739,27.76,87,1,2.33,DO,1693633444
275,cidreira,-30.1811,-50.2056,16.66,90,100,3.08,BR,1693633444
276,port moresby,-9.4431,147.1797,28.68,58,20,5.14,PG,1693633445
277,sao paulo de olivenca,-3.3783,-68.8725,24.51,84,31,0.41,BR,1693633445
278,polyarnyy,69.1989,33.4478,16.06,87,50,5.06,RU,1693633445
279,flying fish cove,-10.4217,105.6791,26.82,61,75,6.17,CX,1693633445
280,akonolinga,3.7667,12.25,20.72,99,100,0.8,CM,1693633446
281,guadalupe,25.6833,-100.25,28.73,61,75,6.69,MX,1693633446
282,lihue,21.9789,-159.3672,27.58,75,100,7.72,US,1693633446
283,kaset wisai,15.6556,103.5836,35.05,48,38,2.6,TH,1693633446
284,smithers,54.7804,-127.1743,18.18,39,0,4.12,CA,1693633446
285,carnarvon,-24.8667,113.6333,20.28,60,37,5.51,AU,1693633447
286,los lunas,34.8062,-106.7334,27.42,24,97,2.9,US,1693633219
287,rio preto da eva,-2.6994,-59.6997,24.79,57,5,0.31,BR,1693633447
288,ilulissat,69.2167,-51.1,3.01,81,100,7.2,GL,1693633447
289,gaya,24.7833,85.0,33.95,62,40,4.12,IN,1693633448
290,lata,40.1629,-8.3327,16.71,95,99,2.06,PT,1693633448
291,tindouf,27.6711,-8.1474,22.25,43,0,10.8,DZ,1693633448
292,egilsstadir,65.2653,-14.3948,13.95,77,75,11.83,IS,1693633448
293,chibougamau,49.9168,-74.3659,16.79,77,100,4.63,CA,1693633449
294,crane,31.3974,-102.3501,27.56,29,23,3.49,US,1693633449
295,trairi,-3.2778,-39.2689,20.36,96,2,2.3,BR,1693633449
296,pisco,-13.7,-76.2167,18.03,72,24,1.03,PE,1693633450
297,lautoka,-17.6167,177.4667,26.92,78,75,3.6,FJ,1693633450
298,aykhal,66.0,111.5,9.22,34,97,5.83,RU,1693633450
299,natchitoches,31.7668,-93.1335,25.99,61,0,0.0,US,1693633450
300,kingston,17.997,-76.7936,29.53,85,20,4.12,JM,1693633450
301,east london,-33.0153,27.9116,12.52,94,100,5.14,ZA,1693633451
302,oodweyne,9.4092,45.064,26.83,43,6,9.44,SO,1693633451
303,tchintabaraden,15.8969,5.7985,26.17,70,100,8.95,NE,1693633451
304,choibalsan,48.0667,114.5,30.84,21,75,5.97,MN,1693633451
305,wisconsin rapids,44.3836,-89.8174,20.96,60,0,4.12,US,1693633452
306,rio grande,-32.035,-52.0986,16.08,90,100,7.27,BR,1693633452
307,vilyuchinsk,52.9306,158.4028,20.15,78,74,3.93,RU,1693633452
308,okhotsk,59.3833,143.3,14.87,73,84,3.0,RU,1693633452
309,ghat,24.9647,10.1728,31.16,19,6,1.23,LY,1693633452
310,chisec,15.8167,-90.2833,21.28,99,100,0.93,GT,1693633453
311,kokopo,-4.352,152.2633,27.4,68,53,10.61,PG,1693633453
312,sandnessjoen,66.0217,12.6316,10.29,80,100,2.27,NO,1693633453
313,baotou,40.6522,109.8222,29.68,27,32,2.83,CN,1693633454
314,san pedro del parana,-26.8333,-56.2,19.14,96,100,5.14,PY,1693633454
315,dali,25.7,100.1833,15.81,91,100,0.51,CN,1693633454
316,colares,38.7992,-9.4469,20.18,84,64,5.81,PT,1693633454
317,jimma,7.6667,36.8333,17.99,91,98,0.78,ET,1693633454
318,alto araguaia,-17.3147,-53.2153,23.19,59,45,2.63,BR,1693633455
319,pangoa,-12.1167,-73.0,18.52,99,74,0.95,PE,1693633455
320,hailar,49.2,119.7,26.61,39,70,4.57,CN,1693633455
321,san andres,12.5847,-81.7006,30.01,84,20,4.63,CO,1693633455
322,olyokminsk,60.3736,120.4264,12.02,36,56,4.86,RU,1693633456
323,jeddah,21.5169,39.2192,32.92,70,40,4.12,SA,1693633268
324,zouerate,22.7187,-12.4521,28.36,28,43,5.18,MR,1693633456
325,puerto cortez,15.8333,-87.95,24.56,76,69,4.58,HN,1693633456
326,cooma,-36.2333,149.1333,14.2,33,1,1.8,AU,1693633456
327,umba,66.6871,34.3429,15.47,89,87,3.25,RU,1693633457
328,plettenberg bay,-34.0527,23.3716,11.11,64,21,2.29,ZA,1693633406
329,bairnsdale,-37.8333,147.6167,14.47,67,15,2.24,AU,1693633457
330,kiruna,67.8557,20.2251,11.51,87,100,0.51,SE,1693633383
331,cukai,4.25,103.4167,30.97,61,99,1.02,MY,1693633458
332,miguel auza,24.2933,-103.4503,17.47,67,67,2.17,MX,1693633458
333,tamanrasset,22.785,5.5228,25.95,31,0,1.54,DZ,1693633458
334,vel'sk,61.0701,42.0983,19.48,64,9,2.86,RU,1693633458
335,mooirivier,-29.2082,29.9946,12.32,80,96,1.1,ZA,1693633458
336,cockburn town,21.4612,-71.1419,28.8,74,100,4.31,TC,1693633459
337,emmett,43.8735,-116.4993,21.09,61,100,0.8,US,1693633402
338,kuala terengganu,5.3302,103.1408,30.97,79,20,2.06,MY,1693633459
339,al ain city,24.1917,55.7606,32.79,66,0,6.17,AE,1693633323
340,dakhla,23.6848,-15.958,21.02,80,42,6.97,EH,1693633460
341,port isabel,26.0734,-97.2086,28.34,73,20,2.57,US,1693633460
342,san patricio,28.017,-97.5169,29.36,67,0,2.41,US,1693633460
343,lincoln city,44.9582,-124.0179,18.02,91,32,1.79,US,1693633334
344,atherton,53.5237,-2.4935,14.7,94,31,1.69,GB,1693633452
345,nazarabad,35.9521,50.6075,25.45,34,3,1.48,IR,1693633461
346,montecarlo,-26.5662,-54.757,18.11,100,100,2.1,AR,1693633461
347,riviere-du-loup,47.8304,-69.5342,15.15,82,91,1.54,CA,1693633461
348,ayr,55.4627,-4.6339,12.95,93,0,1.03,GB,1693633461
349,jalal-abad,40.9333,73.0,25.8,23,0,2.61,KG,1693633461
350,penhalonga,-18.8911,32.6978,19.65,37,0,1.18,ZW,1693633462
351,vorgashor,67.5833,63.95,13.55,67,100,1.78,RU,1693633462
352,bereznik,62.8551,42.7072,19.23,68,7,3.25,RU,1693633462
353,veraval,20.9,70.3667,28.68,68,16,3.51,IN,1693633463
354,le port,-20.9373,55.2919,26.61,71,18,8.64,RE,1693633463
355,san juan nepomuceno,9.9516,-75.082,24.96,96,1,1.63,CO,1693633463
356,medenine,33.355,10.5055,24.6,77,13,2.87,TN,1693633464
357,bowen,-20.0167,148.2333,23.85,60,1,4.57,AU,1693633465
358,toliara,-23.35,43.6667,25.03,47,27,3.33,MG,1693633465
359,zhanga buqtyrma,49.6295,83.5248,20.05,42,95,1.74,KZ,1693633465
360,aasiaat,68.7098,-52.8699,0.2,85,63,8.59,GL,1693633465
361,avarua,-21.2078,-159.775,20.03,64,20,1.54,CK,1693633466
362,waveland,30.2869,-89.3762,28.32,84,8,3.02,US,1693633466
363,penonome,8.5167,-80.3667,22.22,91,85,1.79,PA,1693633466
364,donmatias,6.4857,-75.395,15.57,93,76,1.09,CO,1693633466
